"path","bytes","sha256"
"coursework/year-1/semester-1/autocad/Quiz3.dwg","60439","72e263da8ea16a8e5b8192089e103e08a8a4b7ac0a10b16e6147da4ecc42535b"
"coursework/year-1/semester-1/autocad/Quiz3.pdf","104088","f58b05394bcc59435ff24407cbc48f07143396265f422fedf1d636d136c485f7"
"coursework/year-1/semester-1/autocad/Random lines.dwg","37039","45f76998af41ea66190ec9978f01c70850737cd4c917724caf62f15bc4e2e3b0"
"coursework/year-1/semester-1/autocad/Rectangular Array.bak","41777","b206e72dfb20a11c4a8431f38024745777dad7b1c94daf52a0ffc8f896f4a898"
"coursework/year-1/semester-1/autocad/Rectangular Array.dwg","42799","ae708d59b6affebf266f80c840f9709692fd1615ed29847feaa0e9ad85230784"
"coursework/year-1/semester-1/autocad/title_block.bak","62555","0b4eef9e114f338604e37c050e8d7e257d573ff2e00a357d1ff7db0424980e98"
"coursework/year-1/semester-1/autocad/TitleBlockFinal.bak","37229","706f9d42b27196ce881b6d4f41777f67611268a4680060fb7d01c1399b6ea7a6"
"coursework/year-1/semester-1/autocad/TitleBlockFinal.dwg","37644","474e52bb5f4871465476e802078428f6051b97e3ac33a7b9c1240a013b99d3bb"
"coursework/year-1/semester-1/autocad/TitleBlockV2.bak","43410","052dcf0230abffa1664ee1f7434369df7daca5f183fb01eebda5503100d67bf3"
"coursework/year-1/semester-1/autocad/TitleBlockV2.dwg","64382","cb9a5a0bdb3704767f7b50869d2c9bc6cb32aa65ae8b31d02558b6049c346d8a"
"coursework/year-1/semester-1/autocad/Triangle.dwg","41898","79fb73633dce44383b6c0e2b45855268f1203c08aca7332af88ef6ce489dacfb"
"coursework/year-1/semester-1/autocad/Triangles.dwg","44652","3c0df7540253c9ddc64b6d41d8c4cffac7c9b2906003593579038f9f738ab0ef"
"coursework/year-1/semester-1/autocad/Weird House.bak","39501","5e8402c3ae872137bb9384d5eea1eb6b3c70621c3a254488ad3734b6b4255e21"
"coursework/year-1/semester-1/autocad/Weird House.dwg","39501","fbe0fba78ac9747c41c8dcc817d38a6c222aa29b2846602470f9038d015ee5c0"
"coursework/year-1/semester-2/autocad/ANGELO_DEMEROULAKOS_EX6-26.dwg","65710","7f198736edd4051ebff07a1ca2763ca5efa81175d79c052b1bd927839ae7db5a"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos EX_8-1.bak","40270","25355e34edcb5d47bebbb29c3551f6b34720dcc88abc41ab7cc2c02a0b0e46e0"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos EX_8-1.dwg","40463","52d8a5fbb68aec3702b0060ed40da78b9b8c0a44c7db93bfe9e65e2d783996c8"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos EX_8-14.dwg","42064","0196ea679236ef776bd44b9efbc2d5e65e0afac87df458f7c36b1b57501a4f7b"
"coursework/year-1/semester-2/autocad/Angelo_demetroulakos EX_8-23.bak","39474","344660a39e06ada7678eda39a23c4979904e4185ed2519ae77e6c0de44196da3"
"coursework/year-1/semester-2/autocad/Angelo_demetroulakos EX_8-23.dwg","40210","c88969818ed14a5ac95ff67efd948ed5529434e56174844767a6d185b9e5e9c8"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos EX_8-25.bak","40783","01b5ba8a49dee153f1d5fd5c837b995530a01a2d2f7f41bb42b94ceb27274a31"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos EX_8-25.dwg","41392","78cc6abec877732356f849ff2ceab99d2206c78e323fbb7b1631b744a2693143"
"coursework/year-1/semester-2/autocad/Angelo_demetroulakos EX_8-27.dwg","38961","3d47e8c63ebacb107b04fdb939642d1ac006b170c43301c14f7b79fc511dc7a8"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos EX_8-3.bak","41647","79e95b14bb9daebb2e13708812ac2b5aab226f5c57ab48b1ddb9f1f50855151c"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos EX_8-3.dwg","41776","ed8e7856f9b9fe5e303664774c4ea4d1ebe977030dd34b5093422f800aff69ce"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos EX_8-5.dwg","39025","92c59b2ba8285e8418fdb31dbee1a96ea7b11e01223f8246f31b1f1bc0d95cfd"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos EX_8-6.dwg","45811","4af57d2b3fd3cb5ddb7b1c41cf87fb821684bed34029d035623f605404342c65"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos EX_9-1.bak","40946","79f92744bb3836069f71d447afebd128d7248d9b24f62d77c660f3a20ae5755d"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos EX_9-1.dwg","41490","d0952f91bcd7a961b54320570353090ccd22750f21a6a23add2b807a6354fb01"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos EX_9-10.dwg","42543","941472d0ff4bacc6b2cb77591e1e693e56f3505f4567a114c9f5185e5885c5c6"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos EX_9-12.dwg","41131","2194bd24bb20a8175322491302a67d3af599068c9740336582e9ec76a2449876"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos EX_9-2.dwg","40720","cab8a7d1a8259887dfeefe2cd365d92358856584c4c4a557ab026c9548817b1b"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos EX_9-5.dwg","37296","35c5f11ca6c7eb7af3487c4f7acc9559074bea1b2f3bcf4aaa8f24520de6bafe"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos Video 1 HW.bak","37776","01219cc03eb6c9c1788a32da5226cd8b53dfbe56a597c6e26daf2933a5f07fdf"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos Video 1 HW.dwg","40945","e80f2123d82ecc7dc7461a244369cb8aeb11952fa9c9467e66bb21d3efd82b78"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos Video 2 HW.dwg","104744","414676519d77a141f1e4a2035afe45f79444e1a0d6f908851c05652f9248aa74"
"coursework/year-1/semester-2/autocad/ANGELO_DEMETROULAKOS_CHAPTER6_EX6-20IN.bak","60087","a9117636d48e14b672f02daf472ac9e987debca13c0c801a8fee2412d67ab22e"
"coursework/year-1/semester-2/autocad/ANGELO_DEMETROULAKOS_CHAPTER6_EX6-20IN.dwg","80440","3cf062effaf3e830e9854d91a51dc9cfa560efa4c5a9b1015205f1dd553cb69b"
"coursework/year-1/semester-2/autocad/ANGELO_DEMETROULAKOS_CHAPTER8_EX10IN.bak","53817","67e46c9cff1bce2011c51bcab5382e757ea306ebc78219ed32a076a64ecb7a82"
"coursework/year-1/semester-2/autocad/ANGELO_DEMETROULAKOS_CHAPTER8_EX10IN.dwg","59334","90d977708789a255a724dced3eed552e997bf9a91e5d484d81afd02ce4475b97"
"coursework/year-1/semester-2/autocad/ANGELO_DEMETROULAKOS_CHAPTER8_EX13IN.bak","60886","72c9eeb850c6ad868755e9bd6b57fd219bbd7a45e2896bd268a2a767b925c6ae"
"coursework/year-1/semester-2/autocad/ANGELO_DEMETROULAKOS_CHAPTER8_EX13IN.dwg","79339","da4ffa8e0ac05f1b0bd7eba342ffaf693552e314a71daf0acccf65a647be57a4"
"coursework/year-1/semester-2/autocad/ANGELO_DEMETROULAKOS_Chapter8_EX6-1MM.bak","60421","521d81c1d26c7c7fafbeffd93c2be539f9a73512ad91d41035a9401c23b8dc22"
"coursework/year-1/semester-2/autocad/ANGELO_DEMETROULAKOS_Chapter8_EX6-1MM.dwg","58393","9a15731f66b7706df0db88c8b915e5785a6c0ac9f43e57c3650abb6bd3ed278e"
"coursework/year-1/semester-2/autocad/ANGELO_DEMETROULAKOS_CHAPTER8_EX6-2MM.bak","74583","bc4c5aeda78aabfc73920fdf0939c1966b47025fdbf50839a1abe70aa5ee05a5"
"coursework/year-1/semester-2/autocad/ANGELO_DEMETROULAKOS_CHAPTER8_EX6-2MM.dwg","74583","3b29f57baa7db27d1d377ed54fb800976355ac3802a28db8845950cd891e8b50"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_Ex 5-22.bak","103302","2c246fa7a3940949040481c01902089db67eaa8393f5944b931463f4b3b5dc40"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_Ex 5-22.dwg","114305","76a456e9372b41ab4b5e318696a243d6f1e3d2d868792fd86ffb8290e6995bc8"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_EX15-1.bak","60360","1deb5c93e1be3a088299431dc019a3770d52b17f34e6cdb46dfc61fae5eab0ce"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_EX15-1.dwg","61202","c1fec441175dde8b12faa7f384bf6b0ed8828d2cf754150c3aa324b547e46224"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_EX15-13.bak","56466","5bf6e1c6c4a4f4f790fa432d4a5730e87ba48b3459045cf0b6ef2712512fc1d1"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_EX15-13.dwg","56142","00766ab7e126685926df11b97cf9e7eecd9b389a667b73a2afc862ec6d90c4ea"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_EX15-24MM.dwg","53684","4b8589d321f82d1fbe3c6c4ea111c0780c21078fb33abe6cad1f286f260e1a1c"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_EX15-30MM.bak","65814","2904191f49eb9eae0a3684c4214ac45f790ba784964afa0fa4030843c67cdc7e"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_EX15-30MM.dwg","63366","4a920c05ff22ce7bfefb1e2fc4608ca5ebaa48f424336df47e53016eecd9b742"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_EX15-4MM.bak","69149","75092c176a38c13d4fc32f9c997e1c72217ae64b5077ed8df3eef07e0f5aba7f"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_EX15-4MM.dwg","52686","fab2dae37a5a33101edaf226163acd528cfa585050d01bb6bca1d62cb6b19e33"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_EX15-5IN.bak","53586","626e2d60fcce132bb126715ff30225ee8bfd401c012548f03edfce9de94f65a8"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_EX15-5IN.dwg","78925","d54d458cfd004a3e6d0fd99a2e51fda5767d757472a4e65b8b4aefc83878829c"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_EX15-8MM.bak","63736","a93bac4175d126a638894f7c46c56f0b51916907b781d7bb547682f536cf2780"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_EX15-8MM.dwg","66328","88fe94e2d42a04a846e6309cff6480264cbb8c21deaad22e4df21845a2fedb1e"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_EX5-49MM.dwg","63226","0f3188859527e9e006dbf09558af420f779e5f50e7027b2083b39fe86542f8a1"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_EX5-8MM.dwg","71803","81895e3868fefcf63c455e8a1285d5b8331fbe0e84bd4c648c115b2c69a9c821"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_EX6-15MM.bak","61400","291b5125784cacf681cdab6f88f6693af112b102f52559e8f4b527bd8c01bf72"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_EX6-15MM.dwg","78693","88ed017ef45fe90dccff8cc41b9929c87b1ba0987e0e4f597211fe360d517025"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_EX6-16MM.bak","60791","9831aedea5c988df0ee9c340a9f99f76ddb1485b310dd1f6a2b35f8e31c592ea"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_EX6-16MM.dwg","59511","56225da7aac671aff504bdfdee9d7f012ec51498030159985877fb325b9daf7e"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_EX6-17IN.bak","77780","1fa2c2ba3d52cf5e229e2375e6a5640c4ad87e5189311fc98d337706305fdea7"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_EX6-17IN.dwg","58167","17de082512d0fbf06fcecf70b328de845b9a3bc7851eba9ec0f4836d3c4f322e"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_EX6-28IN.bak","43410","9f412e91b45322cb330f8a621ef4e05e05ebcc778beebf29d7d8eabe4af7ee56"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_EX6-28IN.dwg","43921","1dd311b74edb13206c8ae5a5aa9bc5868260e9d10b0de6ecfc7969c997ab71ca"
"coursework/year-1/semester-2/autocad/ANGELO_DEMETROULAKOS_EX6-3.bak","58487","b7b8b6192bff986b75ca27adc42a433435ad926b120ce506e5f8ba44bffcc907"
"coursework/year-1/semester-2/autocad/ANGELO_DEMETROULAKOS_EX6-3.dwg","62296","e30134d3996a1cd20a9c594340caeecbeaf37ab1f281f5b648bb1f14b1c1bae9"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_EX6-32MM.bak","45968","06bf4b1815e3252fff2a796c4e2d2a1b6d6a356e04cd1f0f2940dd9e1eb0610a"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_EX6-32MM.dwg","46289","75fa16d9ea115b145e02c5bd61fdbf9935b1844d298382309280416f267c10d5"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_EX7-12.bak","42803","470325041604183ef301f70a4653ef61853c5d5b2df450e2c1c337e4da5044b1"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_EX7-12.dwg","57837","a24affe590a0fc59750cd82881ffca01b7c8e33c944a1c5300db0b19518475d2"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_EX7-13MM.bak","35277","d74cefaa3248045d7eed48bef37f8e1d131cd1c482e9bf7cc7d1e6f5079f7b01"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_EX7-13MM.dwg","42347","0890787715a8fd12b8fd76e2d12e4634cba09f376078aee9f0e28b64d5e88cf7"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_HW1.bak","33615","be9174b5b653c025e865e3b47ff480ed609f678d149912839fda99243380e999"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_HW1.dwg","65141","492d87e8dcb92b2ebc5e56e4c8828e2533175a81ee91ae5ce8b1fae40a28c2be"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_P1_3_8_25.bak","57878","deeff88b61f806f847b7d990cc549d9807a3ba05354f12bcf69c47f8540b4d7d"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_P1_3_8_25.dwg","54327","f17816b103e4736b702c1cce25af351f547616bb69cb8c6009fd7b26ffd7e9bf"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_P2_3_8_25.dwg","48270","a5d2171e0e2ffbde8bff84e0bed4e1b174812df4cf326b404073454548349950"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_P3_3_8_25.bak","47120","bd5b57fa8d93859466781899eec94b4918a3e00e369c8f728ea00321b484c6bd"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_P3_3_8_25.dwg","49807","3f38ecb44eceac603c7801158706608ba58e9a05941b2c947333acd2028be24c"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_Quiz1.bak","67638","5763e1b25946f72477fabc4a170bffbced29a9b1fb4c6dd116c28cbeb6d4bb7a"
"coursework/year-1/semester-2/autocad/Angelo_Demetroulakos_Quiz1.dwg","67863","a3f0d187c8c6b369293f11c85ff14b6d289c6d0679911b26ee9c1e2b3e87d6f9"
